# !SESSION 2024-05-22 10:20:31.491
# version: 1.1
# verbose: true
# The following option strings are specified for this debug session:
# 	com.e1c.g5.v8.dt.platform.standaloneserver.wst.core/debug=true
# 	org.eclipse.core.runtime/perf/success=true
# 	com._1c.g5.v8.dt.compare/debug=true
# 	com.e1c.g5.v8.dt.platform.standaloneserver.core/debug=true
# 	com._1c.g5.v8.dt.platform.services.core/trace/infobase/resource-processing=true
# 	com.e1c.g5.v8.dt.platform.cloud.core/trace/cloud/sync/console=true
# 	com.e1c.g5.v8.dt.platform.cloud.core/debug=true
# 	com._1c.g5.v8.dt.platform.services.core/trace/infobase/load=true
# 	org.eclipse.core.runtime/debug=true
# 	org.eclipse.core.runtime/perf=true
# 	com.e1c.g5.v8.dt.platform.standaloneserver.core/trace=true
# 	org.eclipse.wst.server.core/severe=true
# 	com._1c.g5.v8.dt.platform.services.core/trace/platform=true
# 	com.e1c.g5.v8.dt.platform.cloud.core/trace/cloud/process=true
# 	com.e1c.g5.v8.dt.platform.cloud.core/trace/cloud/tunnel/console=true
# 	com._1c.g5.v8.dt.platform.services.core/trace/infobase/load/object-resolve=true
# 	com.e1c.g5.v8.dt.platform.cloud.wst.core/debug=true
# 	com._1c.g5.v8.dt.platform.services.core/preferences/keep-temp-files/fail=true
# 	com.e1c.g5.v8.dt.platform.cloud.wst.core/trace=true
# 	com._1c.g5.v8.dt.platform.services.core/debug=true
# 	com._1c.g5.v8.dt.compare/trace/git-merge=true
# 	com.e1c.g5.v8.dt.platform.standaloneserver.wst.core/trace=true
# 	com.e1c.g5.v8.dt.platform.cloud.core/trace/cloud=true
| pool-2-thread-50 | 2024-05-22 10:20:31.491 | com.e1c.g5.v8.dt.platform.standaloneserver.wst.core | /trace | com.e1c.g5.v8.dt.internal.platform.standaloneserver.wst.core.StandaloneServerWstPlugin | trace | 175 | Populating runtimes upon service activation |
| main | 2024-05-22 11:45:27.830 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 233 | Using default platform runtime installation because infobase is not associated with any project: installation=ExecutionEnvironmentResolvable [environment=<8.3>, runtimeTypeId=com._1c.g5.v8.dt.platform.services.core.runtimeType.EnterprisePlatform], infobase=com._1c.g5.v8.dt.platform.services.model.impl.InfobaseReferenceImpl@113886b1 (name: БСП_3.1.10, uuid: d0091834-dc3c-44cc-a4d1-f78da1d7ec32, external: false, orderInList: -1.0, orderInTree: 0.0) (useProxy: NotUse, proxyServer: null, proxyPort: null, proxyUser: null, proxyPassword: null, clientConnectionSpeed: SelectAtStartup, authentication: OnlyPasswordAuthentication, webserverAuthentication: PermitOsAuthentication, clientType: Auto, appArch: Auto, defaultClientType: Auto, version: null, defaultVersion: null, webCommonInfoBaseUrl: null, additionalParameters: null, developmentServer: null, httpsCaCertificate: None, httpsClientCertificate: None, httpsClientCertificateFile: null, httpsClientCertificateSelectType: Recent, httpsClientNssPath: null, httpsClientNssCertificateName: null, httpsCaCertificateFile: null, showInList: false, updateUrl: null, mobilePublicKey: null) |
| main | 2024-05-22 11:50:38.593 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 233 | Using latest environment because requested version mask not specified: environment=<8.3> |
| main | 2024-05-22 11:50:38.596 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 233 | Using latest environment because requested version mask not specified: environment=<8.3> |
| main | 2024-05-22 11:54:18.966 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 233 | Using latest environment because requested version mask not specified: environment=<8.3> |
| main | 2024-05-22 11:54:18.967 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 233 | Using default platform runtime installation because infobase is not associated with any project: installation=ExecutionEnvironmentResolvable [environment=<8.3>, runtimeTypeId=com._1c.g5.v8.dt.platform.services.core.runtimeType.EnterprisePlatform], infobase=com._1c.g5.v8.dt.platform.services.model.impl.InfobaseReferenceImpl@113886b1 (name: БСП_3.1.10, uuid: d0091834-dc3c-44cc-a4d1-f78da1d7ec32, external: false, orderInList: -1.0, orderInTree: 0.0) (useProxy: NotUse, proxyServer: null, proxyPort: null, proxyUser: null, proxyPassword: null, clientConnectionSpeed: SelectAtStartup, authentication: OnlyPasswordAuthentication, webserverAuthentication: PermitOsAuthentication, clientType: Auto, appArch: Auto, defaultClientType: Auto, version: null, defaultVersion: null, webCommonInfoBaseUrl: null, additionalParameters: null, developmentServer: null, httpsCaCertificate: None, httpsClientCertificate: None, httpsClientCertificateFile: null, httpsClientCertificateSelectType: Recent, httpsClientNssPath: null, httpsClientNssCertificateName: null, httpsCaCertificateFile: null, showInList: false, updateUrl: null, mobilePublicKey: null) |
| main | 2024-05-22 11:54:19.804 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 233 | Using latest environment because requested version mask not specified: environment=<8.3> |
| main | 2024-05-22 11:54:19.804 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 233 | Using default platform runtime installation because infobase is not associated with any project: installation=ExecutionEnvironmentResolvable [environment=<8.3>, runtimeTypeId=com._1c.g5.v8.dt.platform.services.core.runtimeType.EnterprisePlatform], infobase=com._1c.g5.v8.dt.platform.services.model.impl.InfobaseReferenceImpl@113886b1 (name: БСП_3.1.10, uuid: d0091834-dc3c-44cc-a4d1-f78da1d7ec32, external: false, orderInList: -1.0, orderInTree: 0.0) (useProxy: NotUse, proxyServer: null, proxyPort: null, proxyUser: null, proxyPassword: null, clientConnectionSpeed: SelectAtStartup, authentication: OnlyPasswordAuthentication, webserverAuthentication: PermitOsAuthentication, clientType: Auto, appArch: Auto, defaultClientType: Auto, version: null, defaultVersion: null, webCommonInfoBaseUrl: null, additionalParameters: null, developmentServer: null, httpsCaCertificate: None, httpsClientCertificate: None, httpsClientCertificateFile: null, httpsClientCertificateSelectType: Recent, httpsClientNssPath: null, httpsClientNssCertificateName: null, httpsCaCertificateFile: null, showInList: false, updateUrl: null, mobilePublicKey: null) |
| main | 2024-05-22 11:54:20.122 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 233 | Using latest environment because requested version mask not specified: environment=<8.3> |
| main | 2024-05-22 11:54:20.123 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 233 | Using default platform runtime installation because infobase is not associated with any project: installation=ExecutionEnvironmentResolvable [environment=<8.3>, runtimeTypeId=com._1c.g5.v8.dt.platform.services.core.runtimeType.EnterprisePlatform], infobase=com._1c.g5.v8.dt.platform.services.model.impl.InfobaseReferenceImpl@113886b1 (name: БСП_3.1.10, uuid: d0091834-dc3c-44cc-a4d1-f78da1d7ec32, external: false, orderInList: -1.0, orderInTree: 0.0) (useProxy: NotUse, proxyServer: null, proxyPort: null, proxyUser: null, proxyPassword: null, clientConnectionSpeed: SelectAtStartup, authentication: OnlyPasswordAuthentication, webserverAuthentication: PermitOsAuthentication, clientType: Auto, appArch: Auto, defaultClientType: Auto, version: null, defaultVersion: null, webCommonInfoBaseUrl: null, additionalParameters: null, developmentServer: null, httpsCaCertificate: None, httpsClientCertificate: None, httpsClientCertificateFile: null, httpsClientCertificateSelectType: Recent, httpsClientNssPath: null, httpsClientNssCertificateName: null, httpsCaCertificateFile: null, showInList: false, updateUrl: null, mobilePublicKey: null) |
# !SESSION 2024-05-22 11:55:56.673
# version: 1.1
# verbose: true
# The following option strings are specified for this debug session:
# 	com.e1c.g5.v8.dt.platform.standaloneserver.wst.core/debug=true
# 	org.eclipse.core.runtime/perf/success=true
# 	com._1c.g5.v8.dt.compare/debug=true
# 	com.e1c.g5.v8.dt.platform.standaloneserver.core/debug=true
# 	com._1c.g5.v8.dt.platform.services.core/trace/infobase/resource-processing=true
# 	com.e1c.g5.v8.dt.platform.cloud.core/trace/cloud/sync/console=true
# 	com.e1c.g5.v8.dt.platform.cloud.core/debug=true
# 	com._1c.g5.v8.dt.platform.services.core/trace/infobase/load=true
# 	org.eclipse.core.runtime/debug=true
# 	org.eclipse.core.runtime/perf=true
# 	com.e1c.g5.v8.dt.platform.standaloneserver.core/trace=true
# 	org.eclipse.wst.server.core/severe=true
# 	com._1c.g5.v8.dt.platform.services.core/trace/platform=true
# 	com.e1c.g5.v8.dt.platform.cloud.core/trace/cloud/process=true
# 	com.e1c.g5.v8.dt.platform.cloud.core/trace/cloud/tunnel/console=true
# 	com._1c.g5.v8.dt.platform.services.core/trace/infobase/load/object-resolve=true
# 	com.e1c.g5.v8.dt.platform.cloud.wst.core/debug=true
# 	com._1c.g5.v8.dt.platform.services.core/preferences/keep-temp-files/fail=true
# 	com.e1c.g5.v8.dt.platform.cloud.wst.core/trace=true
# 	com._1c.g5.v8.dt.platform.services.core/debug=true
# 	com._1c.g5.v8.dt.compare/trace/git-merge=true
# 	com.e1c.g5.v8.dt.platform.standaloneserver.wst.core/trace=true
# 	com.e1c.g5.v8.dt.platform.cloud.core/trace/cloud=true
| pool-2-thread-50 | 2024-05-22 11:55:56.673 | com.e1c.g5.v8.dt.platform.standaloneserver.wst.core | /trace | com.e1c.g5.v8.dt.internal.platform.standaloneserver.wst.core.StandaloneServerWstPlugin | trace | 175 | Populating runtimes upon service activation |
| pool-2-thread-50 | 2024-05-22 11:55:58.081 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 217 | Reevaluating supported platform installations |
| pool-2-thread-50 | 2024-05-22 11:55:58.083 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 217 | Reevaluating registered platform installations |
| pool-2-thread-50 | 2024-05-22 11:55:58.096 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 233 | Loaded list of platform installations from store: 19 total |
| ForkJoinPool.commonPool-worker-1 | 2024-05-22 11:55:58.337 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 233 | Saving list of platform installations to store: 19 added, 0 removed, 19 total |
| main | 2024-05-22 11:56:02.742 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 233 | Using latest environment because requested version mask not specified: environment=<8.3> |
| main | 2024-05-22 11:56:02.744 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 233 | Using default platform runtime installation because infobase is not associated with any project: installation=ExecutionEnvironmentResolvable [environment=<8.3>, runtimeTypeId=com._1c.g5.v8.dt.platform.services.core.runtimeType.EnterprisePlatform], infobase=com._1c.g5.v8.dt.platform.services.model.impl.InfobaseReferenceImpl@48f08e9 (name: БСП_3.1.10, uuid: d0091834-dc3c-44cc-a4d1-f78da1d7ec32, external: false, orderInList: -1.0, orderInTree: 0.0) (useProxy: NotUse, proxyServer: null, proxyPort: null, proxyUser: null, proxyPassword: null, clientConnectionSpeed: SelectAtStartup, authentication: OnlyPasswordAuthentication, webserverAuthentication: PermitOsAuthentication, clientType: Auto, appArch: Auto, defaultClientType: Auto, version: null, defaultVersion: null, webCommonInfoBaseUrl: null, additionalParameters: null, developmentServer: null, httpsCaCertificate: None, httpsClientCertificate: None, httpsClientCertificateFile: null, httpsClientCertificateSelectType: Recent, httpsClientNssPath: null, httpsClientNssCertificateName: null, httpsCaCertificateFile: null, showInList: false, updateUrl: null, mobilePublicKey: null) |
| main | 2024-05-22 11:56:02.836 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 233 | Using latest environment because requested version mask not specified: environment=<8.3> |
| main | 2024-05-22 11:56:02.837 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 233 | Using default platform runtime installation because infobase is not associated with any project: installation=ExecutionEnvironmentResolvable [environment=<8.3>, runtimeTypeId=com._1c.g5.v8.dt.platform.services.core.runtimeType.EnterprisePlatform], infobase=com._1c.g5.v8.dt.platform.services.model.impl.InfobaseReferenceImpl@48f08e9 (name: БСП_3.1.10, uuid: d0091834-dc3c-44cc-a4d1-f78da1d7ec32, external: false, orderInList: -1.0, orderInTree: 0.0) (useProxy: NotUse, proxyServer: null, proxyPort: null, proxyUser: null, proxyPassword: null, clientConnectionSpeed: SelectAtStartup, authentication: OnlyPasswordAuthentication, webserverAuthentication: PermitOsAuthentication, clientType: Auto, appArch: Auto, defaultClientType: Auto, version: null, defaultVersion: null, webCommonInfoBaseUrl: null, additionalParameters: null, developmentServer: null, httpsCaCertificate: None, httpsClientCertificate: None, httpsClientCertificateFile: null, httpsClientCertificateSelectType: Recent, httpsClientNssPath: null, httpsClientNssCertificateName: null, httpsCaCertificateFile: null, showInList: false, updateUrl: null, mobilePublicKey: null) |
| main | 2024-05-22 11:56:28.286 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 233 | Using latest environment because requested version mask not specified: environment=<8.3> |
| main | 2024-05-22 11:56:37.492 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 233 | Using latest environment because requested version mask not specified: environment=<8.3> |
| main | 2024-05-22 11:56:37.497 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 233 | Using latest environment because requested version mask not specified: environment=<8.3> |
| main | 2024-05-22 11:56:37.499 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 233 | Using latest environment because requested version mask not specified: environment=<8.3> |
| main | 2024-05-22 11:56:37.505 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 233 | Using latest environment because requested version mask not specified: environment=<8.3> |
| main | 2024-05-22 11:56:37.509 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 233 | Using latest environment because requested version mask not specified: environment=<8.3> |
| main | 2024-05-22 11:56:37.510 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 233 | Using default platform runtime installation because infobase is not associated with any project: installation=ExecutionEnvironmentResolvable [environment=<8.3>, runtimeTypeId=com._1c.g5.v8.dt.platform.services.core.runtimeType.EnterprisePlatform], infobase=com._1c.g5.v8.dt.platform.services.model.impl.InfobaseReferenceImpl@20961f8b (name: ДемоБаза, uuid: a03d0ccc-5f70-40aa-a124-7e54eb683824, external: false, orderInList: 16384.0, orderInTree: 0.0) (useProxy: NotUse, proxyServer: null, proxyPort: null, proxyUser: null, proxyPassword: null, clientConnectionSpeed: SelectAtStartup, authentication: PermitOsAuthentication, webserverAuthentication: PermitOsAuthentication, clientType: Auto, appArch: Auto, defaultClientType: Auto, version: null, defaultVersion: null, webCommonInfoBaseUrl: null, additionalParameters: null, developmentServer: null, httpsCaCertificate: None, httpsClientCertificate: None, httpsClientCertificateFile: null, httpsClientCertificateSelectType: Recent, httpsClientNssPath: null, httpsClientNssCertificateName: null, httpsCaCertificateFile: null, showInList: false, updateUrl: null, mobilePublicKey: null) |
| ModalContext | 2024-05-22 11:56:37.540 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 217 | Reevaluating registered platform installations |
| ModalContext | 2024-05-22 11:56:37.544 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 233 | Loaded list of platform installations from store: 19 total |
| pool-18-thread-1 | 2024-05-22 11:56:37.589 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 233 | Have not found cached designer agent connection for infobase ДемоБаза in the pool |
| pool-18-thread-1 | 2024-05-22 11:56:37.591 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 233 | Using thick client because there is no existing designer session in the pool for infobase ДемоБаза |
| pool-18-thread-1 | 2024-05-22 11:56:37.595 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 233 | Executing 1C:Enterprise runtime command: C:\Program Files\1cv8\8.3.23.1912\bin\1cv8.exe DESIGNER /F D:\Work\Силин\Базы\Демо /DumpDBCfgList -AllExtensions /Out C:\Users\7940~1\AppData\Local\Temp\10\1cedt\1cv8-12657626650978735978.log /WA + |
| main | 2024-05-22 11:57:10.799 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 233 | Using latest environment because requested version mask not specified: environment=<8.3> |
| main | 2024-05-22 11:57:10.799 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 233 | Using default platform runtime installation because infobase is not associated with any project: installation=ExecutionEnvironmentResolvable [environment=<8.3>, runtimeTypeId=com._1c.g5.v8.dt.platform.services.core.runtimeType.EnterprisePlatform], infobase=com._1c.g5.v8.dt.platform.services.model.impl.InfobaseReferenceImpl@20961f8b (name: ДемоБаза, uuid: a03d0ccc-5f70-40aa-a124-7e54eb683824, external: false, orderInList: 16384.0, orderInTree: 0.0) (useProxy: NotUse, proxyServer: null, proxyPort: null, proxyUser: null, proxyPassword: null, clientConnectionSpeed: SelectAtStartup, authentication: PermitOsAuthentication, webserverAuthentication: PermitOsAuthentication, clientType: Auto, appArch: Auto, defaultClientType: Auto, version: null, defaultVersion: null, webCommonInfoBaseUrl: null, additionalParameters: null, developmentServer: null, httpsCaCertificate: None, httpsClientCertificate: None, httpsClientCertificateFile: null, httpsClientCertificateSelectType: Recent, httpsClientNssPath: null, httpsClientNssCertificateName: null, httpsCaCertificateFile: null, showInList: false, updateUrl: null, mobilePublicKey: null) |
| main | 2024-05-22 11:58:13.354 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 233 | Using latest environment because requested version mask not specified: environment=<8.3> |
# !SESSION 2024-05-22 11:58:37.311
# version: 1.1
# verbose: true
# The following option strings are specified for this debug session:
# 	com.e1c.g5.v8.dt.platform.standaloneserver.wst.core/debug=true
# 	org.eclipse.core.runtime/perf/success=true
# 	com._1c.g5.v8.dt.compare/debug=true
# 	com.e1c.g5.v8.dt.platform.standaloneserver.core/debug=true
# 	com._1c.g5.v8.dt.platform.services.core/trace/infobase/resource-processing=true
# 	com.e1c.g5.v8.dt.platform.cloud.core/trace/cloud/sync/console=true
# 	com.e1c.g5.v8.dt.platform.cloud.core/debug=true
# 	com._1c.g5.v8.dt.platform.services.core/trace/infobase/load=true
# 	org.eclipse.core.runtime/debug=true
# 	org.eclipse.core.runtime/perf=true
# 	com.e1c.g5.v8.dt.platform.standaloneserver.core/trace=true
# 	org.eclipse.wst.server.core/severe=true
# 	com._1c.g5.v8.dt.platform.services.core/trace/platform=true
# 	com.e1c.g5.v8.dt.platform.cloud.core/trace/cloud/process=true
# 	com.e1c.g5.v8.dt.platform.cloud.core/trace/cloud/tunnel/console=true
# 	com._1c.g5.v8.dt.platform.services.core/trace/infobase/load/object-resolve=true
# 	com.e1c.g5.v8.dt.platform.cloud.wst.core/debug=true
# 	com._1c.g5.v8.dt.platform.services.core/preferences/keep-temp-files/fail=true
# 	com.e1c.g5.v8.dt.platform.cloud.wst.core/trace=true
# 	com._1c.g5.v8.dt.platform.services.core/debug=true
# 	com._1c.g5.v8.dt.compare/trace/git-merge=true
# 	com.e1c.g5.v8.dt.platform.standaloneserver.wst.core/trace=true
# 	com.e1c.g5.v8.dt.platform.cloud.core/trace/cloud=true
| pool-2-thread-49 | 2024-05-22 11:58:37.311 | com.e1c.g5.v8.dt.platform.standaloneserver.wst.core | /trace | com.e1c.g5.v8.dt.internal.platform.standaloneserver.wst.core.StandaloneServerWstPlugin | trace | 175 | Populating runtimes upon service activation |
| pool-2-thread-49 | 2024-05-22 11:58:38.792 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 217 | Reevaluating supported platform installations |
| pool-2-thread-49 | 2024-05-22 11:58:38.795 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 217 | Reevaluating registered platform installations |
| pool-2-thread-49 | 2024-05-22 11:58:38.810 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 233 | Loaded list of platform installations from store: 19 total |
| ForkJoinPool.commonPool-worker-1 | 2024-05-22 11:58:39.111 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 233 | Saving list of platform installations to store: 19 added, 0 removed, 19 total |
| main | 2024-05-22 11:58:46.540 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 233 | Using latest environment because requested version mask not specified: environment=<8.3> |
| main | 2024-05-22 11:58:50.570 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 233 | Using default platform runtime installation because infobase is not associated with any project: installation=ExecutionEnvironmentResolvable [environment=<8.3>, runtimeTypeId=com._1c.g5.v8.dt.platform.services.core.runtimeType.EnterprisePlatform], infobase=com._1c.g5.v8.dt.platform.services.model.impl.InfobaseReferenceImpl@c94f221 (name: ДемоБаза1, uuid: c42fe8df-cd46-4a7e-97a5-d277a81154ac, external: false, orderInList: 16640.0, orderInTree: -1.0) (useProxy: NotUse, proxyServer: null, proxyPort: null, proxyUser: null, proxyPassword: null, clientConnectionSpeed: Normal, authentication: PermitOsAuthentication, webserverAuthentication: PermitOsAuthentication, clientType: Auto, appArch: Auto, defaultClientType: Auto, version: 8.3, defaultVersion: null, webCommonInfoBaseUrl: null, additionalParameters: null, developmentServer: null, httpsCaCertificate: None, httpsClientCertificate: None, httpsClientCertificateFile: null, httpsClientCertificateSelectType: Recent, httpsClientNssPath: null, httpsClientNssCertificateName: null, httpsCaCertificateFile: null, showInList: false, updateUrl: null, mobilePublicKey: null) |
| ModalContext | 2024-05-22 11:58:50.615 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 217 | Reevaluating registered platform installations |
| ModalContext | 2024-05-22 11:58:50.620 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 233 | Loaded list of platform installations from store: 19 total |
| pool-12-thread-1 | 2024-05-22 11:58:50.680 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 233 | Have not found cached designer agent connection for infobase ДемоБаза1 in the pool |
| pool-12-thread-1 | 2024-05-22 11:58:50.681 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 233 | Using thick client because there is no existing designer session in the pool for infobase ДемоБаза1 |
| pool-12-thread-1 | 2024-05-22 11:58:50.685 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 233 | Executing 1C:Enterprise runtime command: C:\Program Files\1cv8\8.3.23.1912\bin\1cv8.exe DESIGNER /F D:\Work\Силин\Базы\ДемоБаза /DumpDBCfgList -AllExtensions /Out C:\Users\7940~1\AppData\Local\Temp\10\1cedt\1cv8-6103037030089348916.log /WA + |
| pool-12-thread-1 | 2024-05-22 11:58:51.686 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 233 | Requesting new infobase access settings to update. Cause: Невозможно установить соединение с информационной базой "ДемоБаза1". Необходимо изменить настройки доступа |
| main | 2024-05-22 11:58:51.689 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 233 | Current infobase access settings: com._1c.g5.v8.dt.platform.services.core.infobases.InfobaseAccessSettings@ access: Infobase, userName: null, password: ***, additionalParameters: null) |
| main | 2024-05-22 11:58:51.706 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 233 | Using default platform runtime installation because infobase is not associated with any project: installation=ExecutionEnvironmentResolvable [environment=<8.3>, runtimeTypeId=com._1c.g5.v8.dt.platform.services.core.runtimeType.EnterprisePlatform], infobase=com._1c.g5.v8.dt.platform.services.model.impl.InfobaseReferenceImpl@c94f221 (name: ДемоБаза1, uuid: c42fe8df-cd46-4a7e-97a5-d277a81154ac, external: false, orderInList: 16640.0, orderInTree: -1.0) (useProxy: NotUse, proxyServer: null, proxyPort: null, proxyUser: null, proxyPassword: null, clientConnectionSpeed: Normal, authentication: PermitOsAuthentication, webserverAuthentication: PermitOsAuthentication, clientType: Auto, appArch: Auto, defaultClientType: Auto, version: 8.3, defaultVersion: null, webCommonInfoBaseUrl: null, additionalParameters: null, developmentServer: null, httpsCaCertificate: None, httpsClientCertificate: None, httpsClientCertificateFile: null, httpsClientCertificateSelectType: Recent, httpsClientNssPath: null, httpsClientNssCertificateName: null, httpsCaCertificateFile: null, showInList: false, updateUrl: null, mobilePublicKey: null) |
| pool-12-thread-1 | 2024-05-22 11:59:58.878 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 233 | New infobase access settings updated: com._1c.g5.v8.dt.platform.services.core.infobases.InfobaseAccessSettings@ access: Infobase, userName: администратор, password: ***, additionalParameters: null) |
| pool-12-thread-1 | 2024-05-22 11:59:58.880 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 233 | Executing 1C:Enterprise runtime command: C:\Program Files\1cv8\8.3.23.1912\bin\1cv8.exe DESIGNER /F D:\Work\Силин\Базы\ДемоБаза /DumpDBCfgList -AllExtensions /Out C:\Users\7940~1\AppData\Local\Temp\10\1cedt\1cv8-6103037030089348916.log /DisableStartupDialogs /Out C:\Users\7940~1\AppData\Local\Temp\10\1cedt\1cv8-16162986947679400337.log /WA - /N администратор |
